rank,city,state,population,latitude,longitude
1156,Clinton,IA,27700,41.9054695,-90.5599971
1157,Grove City,OH,27646,39.8814519,-83.0929645
1158,Caldwell,ID,27639,43.6678736,-116.6894156
1159,Kankakee,IL,27634,41.1253903,-87.848682
1160,Wilmette,IL,27609,42.0757315,-87.7193768
1161,Ankeny,IA,27584,41.7318715,-93.6003837
1162,Lake Jackson,TX,27526,29.0338575,-95.4343859
1163,Kearney,NE,27508,40.4906216,-98.9472344
1164,Farmers Branch,TX,27491,32.9265137,-96.8961151
1165,Fridley,MN,27477,45.0838291,-93.2590388
1166,Henderson,KY,27451,37.8367513,-87.5907631
1167,Winter Haven,FL,27417,28.0222435,-81.7328568
1168,Superior,WI,27398,46.66546425,-92.10105352
1169,Monroe,NC,27388,34.9854275,-80.5495112
1170,Trotwood,OH,27384,39.7972788,-84.3113334
1171,Dania Beach,FL,27367,26.0524224,-80.143929
1172,Kirkwood,MO,27353,38.5800713,-90.4069177
1173,Calexico,CA,27340,32.6790572,-115.498703
1174,Oak Ridge,TN,27306,36.0103562,-84.2696449
1175,Laramie,WY,27298,41.311367,-105.591101
1176,Glen Ellyn,IL,27237,41.8775293,-88.0670118
1177,Melrose,MA,27183,42.4564323,-71.064182
1178,East Cleveland,OH,27155,41.5331066,-81.5790137
1179,Maryland Heights,MO,27145,38.7150511,-90.435999
1180,Winona,MN,27094,43.9582272,-91.7807784
1181,The Colony,TX,27076,33.0890094,-96.8863922
1182,Midvale,UT,27068,40.6149174,-111.9106607
1183,Imperial Beach,CA,27042,32.5839444,-117.1130849
1184,Riverside,OH,27009,39.7793976,-84.1246358
1185,Dover,NH,26968,43.1981117,-70.8739761
1186,Benicia,CA,26960,38.049365,-122.1585777
1187,Maywood,IL,26956,41.8789942,-87.8436412
1188,Casa Grande,AZ,26939,32.8795022,-111.757352
1189,Plum,PA,26937,40.5003457,-79.7494911
1190,Andover,MN,26872,45.2332985,-93.2913405
1191,Emporia,KS,26835,38.4040054,-96.181623
1192,Millville,NJ,26823,39.4020593,-75.0393368
1193,Burlington,IA,26775,40.8075391,-91.1129234
1194,Mount Vernon,WA,26769,48.4200462,-122.32642
1195,Oakdale,MN,26750,44.985624,-92.9645794
1196,Oregon City,OR,26705,45.3573429,-122.6067583
1197,Morgantown,WV,26697,39.6296809,-79.9559437
1198,McMinnville,OR,26692,45.2100367,-123.194463
1199,San Juan,TX,26679,26.1892409,-98.1552872
1200,Glen Cove,NY,26664,40.8641845,-73.6319174
1201,Central,LA,26646,30.5542266,-91.0367175
1202,Watertown,NY,26624,43.9747838,-75.9107565
1203,Marion,IA,26567,41.3144108,-93.1010141
1204,Atascadero,CA,26530,35.4894169,-120.6707255
1205,Rahway,NJ,26525,40.6081591,-74.2776468
1206,Jeffersontown,KY,26518,38.1942356,-85.5644033
1207,Newport,RI,26495,41.5524614,-71.27037833
1208,Morristown,TN,26489,36.2139814,-83.2948923
1209,Paradise,CA,26465,39.7596061,-121.6219177
1210,Oviedo,FL,26441,28.6702526,-81.2084941
1211,Saratoga Springs,NY,26439,43.0821793,-73.7853915
1212,Cleburne,TX,26431,32.3476438,-97.3866837
1213,Freeport,IL,26401,42.2966861,-89.6212271
1214,Cookeville,TN,26398,36.1623886,-85.4997057
1215,LaGrange,GA,26390,33.039291,-85.0313269
1216,Gladstone,MO,26380,39.2039095,-94.5510237
1217,Helena,MT,26359,46.5927425,-112.036277
1218,Liberty,MO,26353,39.246479,-94.419079
1219,Vicksburg,MS,26342,32.3528055,-90.8777342
1220,Brentwood,TN,26340,36.0325687,-86.7825235
1221,Gainesville,GA,26332,34.2978794,-83.8240663
1222,Los Banos,CA,26314,37.0592253,-120.8505342
1223,Fort Dodge,IA,26297,42.4974694,-94.1680158
1224,Holladay,UT,26292,40.6688363,-111.8246557
1225,Suisun City,CA,26284,38.24582825,-121.972234
1226,New Castle,PA,26271,40.9999202,-80.3471856
1227,Paducah,KY,26269,37.0833893,-88.6000478
1228,Carbondale,IL,26253,37.7274692,-89.216655
1229,Bergenfield,NJ,26234,40.9275987,-73.9973608
1230,Easton,PA,26220,40.6916081,-75.2099866
1231,Englewood,NJ,26190,40.8928771,-73.9726381
1232,New London,CT,26183,41.3556187,-72.0997804
1233,Hazelwood,MO,26178,38.7761446,-90.3715909
1234,Aiken,SC,26166,33.5598586,-81.721952
1235,Pascagoula,MS,26165,30.3646795,-88.5585995
1236,Round Lake Beach,IL,26150,42.3716881,-88.0900806
1237,Huntersville,NC,26145,35.4108278,-80.8429304
1238,Cedar Park,TX,26126,30.5217116,-97.827833
1239,Prattville,AL,26115,32.4640245,-86.4596966
1240,Maple Heights,OH,26103,41.4153313,-81.565956
1241,Shoreview,MN,26070,45.0722056,-93.1282878
1242,Eureka,CA,26067,40.7906871,-124.1673746
1243,Marshalltown,IA,26014,42.0442545,-92.9123388
1244,Lancaster,TX,26002,32.5920798,-96.7561083
1245,Anderson,SC,26001,34.5068601,-82.6506264
1246,Clearfield,UT,25994,41.1134756,-112.0244382
1247,Ponca City,OK,25956,36.703647,-97.081898
1248,Mount Pleasant,MI,25889,43.597646,-84.7668495
1249,Delaware,OH,25888,40.2986724,-83.067965
1250,Columbus,MS,25883,33.4956744,-88.4272627
1251,Oakley,CA,25847,37.9974219,-121.7124536
1252,Sherwood,AR,25838,34.8150907,-92.2243153
1253,Paris,TX,25785,33.6617962,-95.555513
1254,Paramus,NJ,25767,40.9452911,-74.0735899
1255,Slidell,LA,25690,30.2751945,-89.7811745
1256,Carlsbad,NM,25605,32.4257456,-104.2376121
1257,Dolton,IL,25585,41.6389236,-87.607268
1258,Zanesville,OH,25559,39.9403453,-82.0131924
1259,Kingsville,TX,25529,27.5158689,-97.856109
1260,Draper,UT,25516,40.524761,-111.8637305
1261,Hobart,IN,25485,41.5322592,-87.2550353
1262,SeaTac,WA,25447,47.4449086,-122.283084
1263,Key West,FL,25431,24.5625566,-81.7724368
1264,Bristol,TN,25421,36.5945034,-82.1885212
1265,Elmwood Park,IL,25375,41.9205931,-87.8160169
1266,Middletown,NY,25371,40.8397222,-73.8316667
1267,Riverton,UT,25309,40.5179761,-111.9393701
1268,Wooster,OH,25283,40.7980976,-81.9397733
1269,Medina,OH,25275,41.1383878,-81.8637474
1270,Aventura,FL,25266,25.9564812,-80.1392121
1271,Fremont,NE,25262,41.4338363,-96.4960449
1272,Dodge City,KS,25245,37.7527982,-100.0170787
1273,Aberdeen,SD,25183,45.4649805,-98.487813
1274,Stevens Point,WI,25160,44.5229223,-89.574111
1275,Clinton,MS,25158,32.3410552,-90.3215983
1276,Big Spring,TX,25098,32.250398,-101.4787356
1277,Belmont,CA,25082,37.5164926,-122.2941914
1278,Homewood,AL,25065,33.4717732,-86.8008228
1279,Pullman,WA,25033,46.7304268,-117.173895
1280,Schererville,IN,24971,41.4789246,-87.4547605
1281,Ottumwa,IA,24952,41.0200145,-92.4112963
1282,Collinsville,IL,24949,38.6703267,-89.9845476
1283,Lemon Grove,CA,24949,32.7425516,-117.0314172
1284,Ridgecrest,CA,24925,35.6225064,-117.6699414
1285,Ridgewood,NJ,24924,40.9796683,-74.1194403
1286,Westmont,IL,24906,41.7950525,-87.9751964
1287,Hastings,NE,24882,40.5861322,-98.3898883
1288,Ocoee,FL,24806,28.5695186,-81.544117
1289,Salem,VA,24801,37.293378,-80.054667
1290,Grandview,MO,24779,38.8898478,-94.5313816
1291,Parker,CO,24738,39.5184514,-104.7612638
1292,Brentwood,CA,24734,37.9317766,-121.696026
1293,College Park,MD,24708,38.99203005,-76.9461029
1294,Opelika,AL,24690,32.6454116,-85.3782795
1295,El Paso de Robles (Paso Robles),CA,24672,35.6389902,-120.6860902
1296,Rolling Meadows,IL,24646,42.0841936,-88.0131275
1297,La Quinta,CA,24585,33.6654913,-116.2776956
1298,Rockville Centre,NY,24573,40.6574186,-73.6450664
1299,Corsicana,TX,24570,32.091299,-96.4646821
1300,Neenah,WI,24560,44.1858193,-88.462609
1301,Thomasville,NC,24512,35.8831786,-80.081817
1302,Casselberry,FL,24477,28.6714702,-81.3382005
1303,Lebanon,PA,24430,40.3429683,-76.4233816
1304,Prescott Valley,AZ,24421,34.6100243,-112.315721
1305,Hilliard,OH,24408,40.033814,-83.1596108
1306,Batavia,IL,24407,41.8500284,-88.3125738
1307,White Bear Lake,MN,24348,45.0838098,-93.0069304
1308,Norco,CA,24335,33.9323307,-117.5508901
1309,Cudahy,CA,24313,33.9620584,-118.1835395
1310,Xenia,OH,24312,39.6847822,-83.9296526
1311,South Pasadena,CA,24306,34.1133062,-118.1478291
1312,Anniston,AL,24246,33.6624824,-85.8283224
1313,San Benito,TX,24238,26.1326237,-97.630791
1314,Rosenberg,TX,24234,29.5571825,-95.8085623
1315,Harrison,NY,24213,41.0195135,-73.71116375
1316,Myrtle Beach,SC,24183,33.6956461,-78.8900409
1317,Seal Beach,CA,24174,33.7423967,-118.1055926
1318,Coronado,CA,24135,32.6915199,-117.1766947
1319,Alabaster,AL,24099,33.2442813,-86.8163773
1320,Ossining,NY,24098,41.1609095,-73.87816188
1321,Lake in the Hills,IL,24073,42.1816908,-88.3303618
1322,Lafayette,CA,24068,37.8857582,-122.1180201
1323,Pflugerville,TX,24055,30.4393696,-97.6200043
1324,Greenville,TX,24029,33.1384488,-96.1108066
1325,Russellville,AR,23999,35.2784173,-93.1337856
1326,Lodi,NJ,23975,40.8823215,-74.0831971
1327,North Platte,NE,23930,41.1238873,-100.7654232
1328,McKeesport,PA,23919,40.3478472,-79.864215
1329,San Jacinto,CA,23899,33.7839664,-116.9589086
1330,West Chicago,IL,23881,41.8847507,-88.2039607
1331,Marshall,TX,23863,32.5447756,-94.3661004
1332,Staunton,VA,23843,38.1495947,-79.072557
1333,Palmetto Bay,FL,23825,25.6217715,-80.3247748
1334,Kinston,NC,23819,35.2626635,-77.5816353
1335,Johnstown,PA,23818,40.3267407,-78.9219698
1336,Laguna Beach,CA,23776,33.5426975,-117.785366
1337,Seguin,TX,23759,29.5688411,-97.9647269
1338,Florence,KY,23727,38.9989499,-84.6266111
1339,Winchester,VA,23697,39.1852184,-78.1652404
1340,Caledonia,WI,23694,42.8077958,-87.924248
1341,Ardmore,OK,23660,34.1742611,-97.1436254
1342,Banning,CA,23657,33.9255685,-116.875289
1343,South Lake Tahoe,CA,23639,38.9332411,-119.9843482
1344,San Fernando,CA,23623,34.28497,-118.437652
1345,Gallatin,TN,23559,36.3883031,-86.4475898
1346,Highland,IN,23536,41.5536529,-87.4520484
1347,Statesville,NC,23532,35.7826363,-80.8872959
1348,Austin,MN,23528,43.6680928,-92.9744896
1349,Park Forest,IL,23516,41.4825788,-87.6802344
1350,Pleasant Grove,UT,23493,40.3640349,-111.7386884
1351,South Euclid,OH,23478,41.5231076,-81.5184553
1352,Blue Island,IL,23460,41.6572753,-87.6801848
1353,Kingston,NY,23456,41.9287812,-74.0023702
1354,Sanford,NC,23455,35.4798757,-79.1802994
1355,Norfolk,NE,23387,42.0283379,-97.4169964
1356,South Portland,ME,23372,43.6414716,-70.2408811
1357,Lafayette,CO,23366,39.9935959,-105.0897058
1358,University Park,TX,23362,32.851034,-96.79257966
1359,Salisbury,MD,23349,38.366027,-75.6009964
1360,Roselle,IL,23315,41.9849897,-88.0797182
1361,Atwater,CA,23273,37.3477174,-120.609084
1362,New Bern,NC,23270,35.1084931,-77.0441143
1363,Hazleton,PA,23261,40.9646867,-75.9852789
1364,Algonquin,IL,23249,42.1655801,-88.2942493
1365,North Port,FL,23249,27.044224,-82.2359254
1366,Webster Groves,MO,23245,38.592339,-90.3564329
1367,El Cerrito,CA,23202,33.8410146,-117.5207978
1368,Soledad,CA,23202,36.426921,-121.3271861
1369,Alliance,OH,23196,40.9153362,-81.1059309
1370,Auburn,ME,23183,44.0978509,-70.2311655
1371,Melrose Park,IL,23170,41.900299,-87.8569745
1372,Maryville,TN,23165,35.7564719,-83.9704593
1373,Tooele,UT,23123,40.4062872,-113.1966394
1374,Mount Pleasant,WI,23104,42.7292465,-87.851473
1375,Matthews,NC,23081,35.1159532,-80.7224386
1376,Griffin,GA,23060,33.2467807,-84.2640904
1377,Windsor,CA,23056,38.5471327,-122.8163802
1378,Spring Valley,NY,23051,41.1130231,-74.0437839
1379,Centerville,OH,23038,39.6283928,-84.1593818
1380,Benton,AR,23037,36.3456186,-94.2670404
1381,Romulus,MI,23033,42.2222614,-83.3965995
1382,Duluth,GA,23033,34.0028569,-84.1441046
1383,Lawrenceville,GA,23004,33.9562149,-83.9879625
1384,Zion,IL,23000,42.4461322,-87.8328505
1385,Cliffside Park,NJ,23000,40.8214894,-73.9876388
1386,Hamtramck,MI,22984,42.3928151,-83.0496438
1387,Darien,IL,22966,41.7508713,-87.9739593
1388,Tualatin,OR,22943,45.3838546,-122.766351
1389,Green,OH,22933,40.9468077,-81.4670631
1390,Statesboro,GA,22918,32.4490141,-81.7832912
1391,Coachella,CA,22862,33.68656595,-116.1532775
1392,Eagle Pass,TX,22796,28.7099337,-100.493813
1393,Opelousas,LA,22794,30.5335302,-92.081509
1394,Pearl,MS,22748,32.2735792,-90.127881
1395,Bridgeton,NJ,22732,39.427337,-75.2340768
1396,Denison,TX,22721,33.7556593,-96.536658
1397,Muscatine,IA,22700,41.4776121,-91.1210053
1398,Crystal,MN,22694,45.031823,-93.3606072
1399,East Peoria,IL,22682,40.666149,-89.5800978
1400,Mequon,WI,22665,43.2219088,-87.9822969
1401,Miami Lakes,FL,22662,25.91162125,-80.3212748
1402,American Fork,UT,22631,40.3768064,-111.7959146
1403,Willoughby,OH,22621,41.6397696,-81.4065011
1404,Elizabethtown,KY,22614,37.693952,-85.8591285
1405,Lisle,IL,22609,41.801159,-88.0747687
1406,Owatonna,MN,22604,44.0839937,-93.2261076
1407,Barstow,CA,22597,34.8957684,-117.0172077
1408,Keene,NH,22587,42.933597,-72.2784264
1409,Norton Shores,MI,22581,43.1689044,-86.2639461
1410,Peekskill,NY,22535,41.289811,-73.9204922
1411,Duncan,OK,22501,34.5023029,-97.9578129
1412,Hudson,OH,22498,41.240056,-81.440667
1413,Mason,OH,22482,39.3600586,-84.309939
1414,Havelock,NC,22464,34.8785,-76.9014457
1415,West Linn,OR,22453,45.3656761,-122.6123141
1416,Homer Glen,IL,22449,41.6000318,-87.9381112
1417,North Ridgeville,OH,22426,41.3894905,-82.0190321
1418,Morton Grove,IL,22415,42.0405857,-87.7825696
1419,Greenwood,SC,22386,34.1921466,-82.16142445
1420,Edwardsville,IL,22375,38.8114364,-89.953157
1421,Ferguson,MO,22368,38.744707,-90.3038975
1422,Ypsilanti,MI,22342,42.2410562,-83.613055
1423,Corcoran,CA,22336,36.098007,-119.5604015
1424,Plainview,TX,22331,34.1847936,-101.7068417
1425,Villa Park,IL,22328,41.8891319,-87.9774854
1426,Champlin,MN,22308,45.1888539,-93.3974538
1427,Hopewell,VA,22302,37.3043154,-77.2872001
1428,Adrian,MI,22282,41.8975152,-84.0373054
1429,O'Fallon,IL,22272,38.5922715,-89.9112124
1430,South Holland,IL,22231,41.6008681,-87.6069894
1431,Lockport,NY,22219,43.28243305,-78.7076489
1432,Asheboro,NC,22204,35.7079146,-79.8136446
1433,New Brighton,MN,22198,45.0628999,-93.2060969
1434,Paragould,AR,22154,36.0584021,-90.4973286
1435,West Mifflin,PA,22152,40.3634026,-79.8664375
1436,Chillicothe,OH,22146,39.3331197,-82.9824019
1437,Del City,OK,22130,35.442007,-97.4408709
1438,Troy,OH,22106,40.0394982,-84.2032767
1439,Romeoville,IL,22084,41.6475306,-88.0895061
1440,Radcliff,KY,22083,37.8403456,-85.9491298
1441,Ferndale,MI,22076,42.4605917,-83.1346478
1442,Mercer Island,WA,22066,47.5602073,-122.2201423
1443,Prairie Village,KS,22063,38.9914109,-94.6332768
1444,Monroe,MI,22051,41.9153358,-83.5135665
1445,Watauga,TX,22037,32.8579056,-97.2547371
1446,Walker,MI,22035,43.005597,-85.7741906
1447,South Salt Lake,UT,22007,40.7074741,-111.8882709
1448,Starkville,MS,21998,33.4503998,-88.8183872
1449,Brawley,CA,21980,33.018515,-115.5159425
1450,Royal Palm Beach,FL,21973,26.7017553,-80.22338423
1451,Burleson,TX,21969,30.4764878,-96.6353488
1452,St. Cloud,FL,21967,28.2498534,-81.2839038
1453,Oxford,OH,21964,39.5103048,-84.7420519
1454,Belton,MO,21928,38.8108097,-94.5313502
1455,Ashland,KY,21907,38.4784144,-82.6379387
1456,Pottstown,PA,21879,40.2452976,-75.6496424
1457,Port Hueneme,CA,21874,34.1477558,-119.1951559
1458,Temple Terrace,FL,21862,28.0352964,-82.3892596
1459,South Plainfield,NJ,21860,40.5792701,-74.4115401
1460,Garden City,NY,21857,40.7266477,-73.6343052
1461,Solon,OH,21835,41.3897764,-81.4412259
1462,Southlake,TX,21831,32.9412363,-97.1341783
1463,McHenry,IL,21809,42.3294391,-88.4605713
1464,Watertown,WI,21779,43.1948481,-88.7286352
1465,Bloomingdale,IL,21762,41.9575285,-88.0809036
1466,Herndon,VA,21758,38.9695316,-77.3859479
1467,North Plainfield,NJ,21755,40.6301025,-74.4273743
1468,Waxahachie,TX,21683,32.3944908,-96.8439365
1469,Fairfax,VA,21650,38.8462236,-77.3063733
1470,Cumberland,MD,21645,39.6526498,-78.762383
1471,Parma Heights,OH,21635,41.3900518,-81.7595769
1472,Savage,MN,21605,44.7779041,-93.3356204
1473,La Porte,IN,21599,41.6105983,-86.7225227
1474,Norwood,OH,21591,39.1556149,-84.4596641
1475,Duarte,CA,21532,34.1394513,-117.9772873
1476,Munster,IN,21509,41.5644798,-87.5125412
1477,Naples,FL,21501,26.1421976,-81.7942944
1478,Alvin,TX,21475,29.4238472,-95.2441009
1479,East Moline,IL,21471,41.5155176,-90.4411683
1480,El Dorado,AR,21450,33.20763,-92.6662674
1481,Clarksville,IN,21442,38.2967791,-85.7602087
1482,Forest Park,GA,21438,33.6220542,-84.3690918
1483,Moscow,ID,21437,46.7323875,-117.0001651
1484,Kennesaw,GA,21416,34.0234337,-84.6154897
1485,Muskego,WI,21408,42.905848,-88.1389779
1486,Tarpon Springs,FL,21383,28.14808295,-82.7438016
1487,Athens,OH,21370,39.3289242,-82.1012479
1488,Wasco,CA,21337,35.5941238,-119.3409457
1489,Olive Branch,MS,21328,34.9617605,-89.8295315
1490,Altus,OK,21300,34.6381255,-99.3339754
1491,Brighton,CO,21297,39.983721,-104.8110775
1492,Roselle,NJ,21295,40.6503925,-74.26088333
1493,De Land,FL,21251,40.1222568,-88.6453453
1494,Ashland,OH,21245,40.8686147,-82.3175942
1495,Apex,NC,21233,35.7325352,-78.8505516
1496,South Milwaukee,WI,21202,42.9105722,-87.8606367
1497,Greenbelt,MD,21201,38.9933654,-76.88333238
1498,Belvidere,IL,21200,42.2579991,-88.841734
1499,South El Monte,CA,21175,34.0519548,-118.0467339
1500,Brook Park,OH,21172,41.3983838,-81.8045788
1501,Laurel,MD,21169,39.1044123,-76.8669233
1502,Charleston,IL,21161,39.4961458,-88.1761521
1503,Enterprise,AL,21160,31.3151708,-85.8552161
1504,Commerce City,CO,21147,39.8083196,-104.9338675
1505,Summit,NJ,21137,40.7182356,-74.3592296
1506,Doral,FL,21130,25.8195424,-80.3553302
1507,Lumberton,NC,21121,34.6183433,-79.0083993
1508,Wildomar,CA,21094,33.5939372,-117.2414989
1509,Columbus,NE,21094,41.4292988,-97.3581439
1510,Shakopee,MN,21084,44.7980186,-93.5268986
1511,Yukon,OK,21057,35.5067259,-97.7625386
1512,Biddeford,ME,21054,43.4925843,-70.4533844
1513,Schertz,TX,21047,29.5641617,-98.2695702
1514,Kingman,AZ,21036,35.189443,-114.0530065
1515,Jacksonville Beach,FL,20997,30.2946859,-81.3931396
1516,Faribault,MN,20979,43.6647961,-93.9510501
1517,Ashtabula,OH,20924,41.865054,-80.789809
1518,Castle Rock,CO,20924,39.3722552,-104.8586826
1519,Nogales,AZ,20900,31.3402134,-110.9360818
1520,Niles,OH,20894,41.1828353,-80.765358
1521,Reedley,CA,20884,36.5963395,-119.4504029
1522,Portsmouth,OH,20867,38.7316375,-82.9965441
1523,New Hope,MN,20859,45.0347176,-93.3861037
1524,Shelby,NC,20851,35.2852619,-81.53798614
1525,Nicholasville,KY,20842,37.8806341,-84.5729961
1526,Carteret,NJ,20839,40.596106,-74.237292
1527,Gardner,MA,20839,42.5823564,-71.9831716
1528,Portsmouth,NH,20823,43.0702223,-70.7548621
1529,Libertyville,IL,20816,42.2830786,-87.9531303
1530,Gallup,NM,20805,35.5283506,-108.743907
1531,Machesney Park,IL,20802,42.3472406,-89.0389956
1532,Mountain Brook,AL,20793,33.481719,-86.74500121
1533,Evergreen Park,IL,20793,41.720136,-87.7013258
1534,Piqua,OH,20772,40.1447732,-84.2424449
1535,Blythe,CA,20761,33.6134767,-114.5937537
1536,Ruston,LA,20760,32.5232053,-92.637927
1537,Sun Prairie,WI,20754,43.1834579,-89.2134359
1538,Spanish Fork,UT,20742,40.1150133,-111.6547774
1539,Bensenville,IL,20737,41.9538384,-87.9431781
1540,Cedar City,UT,20730,37.6774238,-113.061827
1541,Springville,UT,20719,40.1652447,-111.6114726
1542,Millbrae,CA,20710,37.598958,-122.4009419
1543,Agoura Hills,CA,20695,34.14791,-118.7657042
1544,Rocky River,OH,20692,41.4756031,-81.8393034
1545,Calabasas,CA,20679,34.1446643,-118.6440973
1546,Marquette,MI,20678,46.4481521,-87.6305899
1547,Orange,TX,20678,30.1228634,-93.9041169
1548,De Pere,WI,20678,44.4493584,-88.0599986
1549,Fitchburg,WI,20615,43.0020919,-89.423817
1550,Clarksdale,MS,20581,34.2006479,-90.5702071
1551,New Smyrna Beach,FL,20576,29.0294202,-81.02083424
1552,East Ridge,TN,20533,35.0142412,-85.2519003
1553,Kerrville,TX,20528,30.0474688,-99.1400207
1554,Plainfield,IN,20528,39.7042123,-86.3994387
1555,Bellwood,IL,20506,41.8814197,-87.883117
1556,Lebanon,TN,20502,36.2079779,-86.2910945
1557,Milwaukie,OR,20490,45.4440051,-122.6412523
1558,Fountain Hills,AZ,20482,33.6117105,-111.7173613
1559,Gillette,WY,20477,44.290635,-105.501876
1560,Chanhassen,MN,20467,44.8618403,-93.5307207
1561,Sulphur,LA,20460,30.2365943,-93.3773783
1562,Mountlake Terrace,WA,20451,47.7909667,-122.3066395
1563,Kaysville,UT,20431,41.0349847,-111.9383931
1564,Selma,AL,20418,32.4078632,-87.0207473
1565,Bainbridge Island,WA,20417,47.6475683,-122.5460292
1566,Rockledge,FL,20381,28.3137515,-80.7242189
1567,Vernon Hills,IL,20374,42.2204892,-87.9803604
1568,Weirton,WV,20363,40.4189566,-80.5895167
1569,La Ca� Flintridge,CA,20358,None,None
1570,Golden Valley,MN,20343,44.9861176,-93.3784618
1571,Sidney,OH,20340,40.2842164,-84.1554987
1572,Loves Park,IL,20333,42.3200189,-89.0581621
1573,Ridgeland,MS,20333,32.4284761,-90.1323087
1574,Sedalia,MO,20329,38.7098314,-93.2295515
1575,Woodstock,IL,20320,42.3147529,-88.4474302
1576,Bentonville,AR,20308,36.3728538,-94.2088172
1577,Bethany,OK,20297,35.5186728,-97.6322648
1578,College Park,GA,20288,33.6534427,-84.4493725
1579,Watertown,SD,20265,44.899211,-97.115289
1580,Benbrook,TX,20252,32.673188,-97.4605759
1581,Eastlake,OH,20234,41.6490337,-81.4378991
1582,Roseburg,OR,20219,43.216505,-123.3417381
1583,Lake Forest,IL,20173,42.2586342,-87.840625
1584,South St. Paul,MN,20172,44.8938832,-93.0368359
1585,Horn Lake,MS,20155,34.9553719,-90.0348139
1586,Auburn Hills,MI,20146,42.6875323,-83.2341028
1587,Sapulpa,OK,20145,36.0005035,-96.1049612
1588,Lomita,CA,20080,33.8036545,-118.3195014
1589,Hays,KS,20035,38.8791783,-99.3267702
1590,Fort Walton Beach,FL,20014,30.4057552,-86.618842
1591,Carrollton,GA,20001,33.5801103,-85.0766113
1592,Jacksonville,IL,19991,39.7343037,-90.2288356
1593,Arnold,MO,19963,38.4226711,-90.3758287
1594,Lynbrook,NY,19927,40.6548253,-73.6717969
1595,Lexington,NC,19922,35.8240265,-80.2533838
1596,Northport,AL,19911,33.2292976,-87.5771286
1597,Steubenville,OH,19849,40.3697905,-80.6339638
1598,Crown Point,IN,19847,41.4169806,-87.3653136
1599,Baldwin,PA,19826,40.3381252,-79.9789405
1600,Colleyville,TX,19803,32.8809603,-97.155012
1601,Oak Harbor,WA,19800,48.2931559,-122.6432245
1602,Lemoore,CA,19798,36.3006495,-119.7827122
1603,Galt,CA,19792,38.2546373,-121.2999485
1604,Geneva,IL,19774,41.8875281,-88.3053525
1605,Logansport,IN,19707,40.7545006,-86.3567356
1606,Selma,CA,19705,36.5707838,-119.6120765
1607,Alsip,IL,19702,41.6689223,-87.7386619
1608,Liberal,KS,19699,37.0430812,-100.920999
1609,Lehi,UT,19681,40.3881114,-111.8486019
1610,Franklin,IN,19647,39.4806056,-86.0549863
1611,Goodyear,AZ,19636,33.4353672,-112.3576
1612,Woodburn,OR,19617,45.143731,-122.8553725
1613,Trenton,MI,19612,42.1406552,-83.1800544
1614,Waynesboro,VA,19601,38.0686668,-78.8893999
1615,Miamisburg,OH,19568,39.6428362,-84.2866083
1616,Balch Springs,TX,19564,32.7287413,-96.6227714
1617,Klamath Falls,OR,19554,42.224867,-121.7816704
1618,Ashland,OR,19547,42.1972487,-122.7153995
1619,Homewood,IL,19534,41.5573283,-87.6654739
1620,West St. Paul,MN,19528,44.9101545,-93.0802073
1621,Mooresville,NC,19494,35.5848596,-80.8100724
1622,Hercules,CA,19490,38.0171441,-122.2885808
1623,Franklin Park,IL,19475,41.9353084,-87.865618
1624,Douglasville,GA,19468,33.7514966,-84.7477136
1625,Searcy,AR,19405,35.9018987,-92.7098744
1626,Forest Park,OH,19403,39.2903353,-84.5041108
1627,Brownwood,TX,19368,31.7070026,-98.9831022
1628,Weatherford,TX,19366,32.7589648,-97.7970748
1629,Fredericksburg,VA,19360,38.3031837,-77.4605399
1630,Mayfield Heights,OH,19337,41.5192189,-81.457896
1631,Point Pleasant,NJ,19322,40.0831714,-74.0681931
1632,Madisonville,KY,19319,37.3280037,-87.4986989
1633,Hialeah Gardens,FL,19314,25.8650961,-80.3244958
1634,Oregon,OH,19298,41.6436603,-83.4868768
1635,New Castle,IN,19297,39.9289351,-85.3702477
1636,Loma Linda,CA,19272,34.075626,-117.2520478
1637,Birmingham,MI,19268,42.5467012,-83.2113192
1638,Fairmont,WV,19264,39.4850848,-80.1425781
1639,Pittsburg,KS,19256,37.4108841,-94.70496
1640,Mineola,NY,19241,40.7492678,-73.6406845
1641,Pinole,CA,19191,38.0043667,-122.2988587
1642,Whitehall,OH,19191,39.9667308,-82.8854559
1643,Manchester,MO,19161,38.5925305,-90.5107453
1644,Athens,AL,19144,34.8045487,-86.9711698
1645,Van Buren,AR,19083,35.5759086,-92.4916144
1646,Wayne,MI,19065,42.2682408,-83.2844172
1647,Brookfield,IL,19065,41.8228378,-87.848085
1648,Glassboro,NJ,19063,39.7027677,-75.1119434
1649,Sanger,CA,19059,36.708006,-119.5559652
1650,Pinecrest,FL,19052,25.6670476,-80.3081074
1651,Louisville,CO,19050,39.977763,-105.1319296
1652,Sylvania,OH,19048,41.7189392,-83.7129935
1653,Oxford,AL,19048,33.583652,-85.94245223
1654,Lackawanna,NY,19026,41.417964,-75.7065335
1655,Alice,TX,19014,27.7522487,-98.0697249
1656,Pleasantville,NJ,18994,39.3898388,-74.5240422
1657,Madison,MS,18978,32.4618086,-90.1153638
1658,Berea,OH,18952,41.3661614,-81.8543026
1659,Central Falls,RI,18948,41.8906553,-71.3922785
1660,La Vergne,TN,18946,36.0156178,-86.5819394
