city,state,latitude,longitude
Airport Drive,MO,37.1425588,-94.5107824
Linn Valley,KS,38.3775195,-94.7094019
Victor,IA,41.7316675,-92.2979615
Walnut Springs,TX,32.0576479,-97.7494711
Reeds Spring,MO,36.7497827,-93.3779642
Superior,MT,47.1915937,-114.891797
Blue Hill,NE,40.3326145,-98.4487977
Dresser,WI,45.3560738,-92.6335386
Inverness,MS,33.3537315,-90.5925907
New Knoxville,OH,40.4936586,-84.3146722
Dorchester,WI,45.0030238,-90.3356913
Grantsville,MD,39.6991282,-79.1577212
Matamoras,OH,39.5225664,-81.064222
Morehouse,MO,36.8472748,-89.6853599
St. Stephen,MN,45.702743,-94.2744404
Fairview,MT,47.856408,-104.044933
Hamden,OH,39.1597938,-82.5268259
Marblehead,OH,41.5403281,-82.7354623
Onamia,MN,46.0705151,-93.6677455
Tunica,MS,34.6845102,-90.382877
Albany,IL,41.7894748,-90.2192941
Elkville,IL,37.9100505,-89.2359165
Rib Lake,WI,45.318075,-90.2054217
Sheffield,IL,41.3584839,-89.736908
Belmont,WV,39.3795193,-81.2584476
Cottonwood Falls,KS,38.3722364,-96.5427845
Darlington,IN,40.1100401,-86.7719507
Decaturville,TN,35.5842372,-88.119479
Folsom,LA,30.6301889,-90.1873048
Jennings,FL,30.6041015,-83.0979184
Mannsville,OK,34.1859286,-96.8805632
Marathon,NY,42.3635589,-77.6687267
Scranton,SC,33.9176621,-79.7439557
Attica,OH,41.0647777,-82.887686
Dibble,OK,35.0334018,-97.6297578
East Mountain,TX,32.593754,-94.8554918
Edgewood,IA,42.6449174,-91.4007896
Fountain City,WI,44.1319078,-91.7187628
Lometa,TX,31.2170915,-98.3933268
Oriental,NC,35.0312553,-76.6926676
Walnut Creek,NC,35.3071071,-77.8649817
Wilbur,WA,47.7587628,-118.7055589
Burrton,KS,38.0241283,-97.6717792
Windsor,NY,40.5810933,-74.16651809
Arlington,SD,44.364413,-97.133121
West Siloam Springs,OK,36.1761926,-94.574942
Bearden,AR,33.7245526,-92.6157139
Felicity,OH,38.8389576,-84.096321
Gladbrook,IA,42.1877647,-92.715199
Harrisville,PA,41.1367335,-80.0092442
Hi-Nella,NJ,39.8356695,-75.0243357
Newhall,IA,41.993096,-91.9677395
Rocky Ridge,UT,39.9331884,-111.8242873
Sodus Point,NY,43.27245,-76.987993
Taylortown,NC,35.2076564,-79.4858653
Woodstock,VT,43.6247646,-72.5189791
Deerfield,MI,41.888936,-83.7788283
Hyndman,PA,39.8226321,-78.7187521
Moreauville,LA,31.0346323,-91.9756768
Schleswig,IA,42.1652658,-95.4369432
Export,PA,40.4181235,-79.625599
Grantwood Village,MO,38.5514665,-90.35161403
Greers Ferry,AR,35.5770219,-92.1773746
Marion,MI,44.102515,-85.146984
Paxton,FL,30.9815697,-86.3074456
Primghar,IA,43.086922,-95.627232
Buffalo Center,IA,43.3857909,-93.9466193
Merrill,OR,42.025152,-121.60055
Seiling,OK,36.1480957,-98.9242615
West Winfield,NY,42.8853489,-75.1932175
Donnellson,IA,40.6428152,-91.5646028
Indian Lake,TX,26.0892433,-97.5024853
McBee,SC,34.4687188,-80.2560046
Oakland,IL,41.82405145,-87.6051169
Plantation,KY,38.2834033,-85.5910719
Silverdale,PA,40.3476045,-75.2710087
Annawan,IL,41.3972573,-89.9045518
Brandon,WI,43.7352624,-88.7812212
Chester,MT,48.510308,-110.967315
Dewar,OK,35.4581596,-95.941386
Tangipahoa,LA,30.8760151,-90.5120391
Tully,NY,42.798123,-76.1093696
Woodmere,OH,41.462276,-81.480675
Newell,IA,42.6055342,-95.002767
Pine Hill,AL,31.9795943,-87.5880561
Riegelsville,PA,40.5943218,-75.1951673
Rockford,TN,35.8275832,-83.9407373
Bunker Hill,IN,38.6558803,-87.5352995
Longport,NJ,39.3142827,-74.5248756
Mendon,MI,42.0064378,-85.4499887
New Holland,OH,39.55277795,-83.25652272
Rankin,TX,31.2226477,-101.937908
St. Paul,VA,36.9053822,-82.3109761
West Salem,IL,38.5208829,-88.0047565
Bainbridge,OH,39.2275658,-83.2704663
Lenox,GA,33.8455868,-84.3577479
Chappell,NE,41.0925418,-102.471009
Colcord,OK,36.264249,-94.6930014
Dunkerton,IA,42.5700115,-92.1604918
Frederica,DE,39.0090017,-75.4657542
Inwood,IA,43.307926,-96.432184
Log Lane Village,CO,40.2705364,-103.8296732
Maywood Park,OR,45.5526736,-122.5613361
McLouth,KS,39.1958333,-95.2083035
Mount Jewett,PA,41.725618,-78.6383591
Richmondville,NY,42.6342422,-74.5640324
Spaulding,IL,39.8663257,-89.5403472
Star,NC,35.4020838,-79.7842049
Winthrop,IA,42.4733189,-91.7343327
Madisonville,LA,30.4043607,-90.1570232
Paw Paw,IL,41.688919,-88.9811987
Pentwater,MI,43.7817227,-86.4331385
Talbotton,GA,32.6776372,-84.5393664
Naches,WA,46.72618,-120.6944553
Bentleyville,OH,41.413109,-81.410947
Braymer,MO,39.5869582,-93.796047
Fordland,MO,37.1575501,-92.9407311
Gassaway,WV,38.6732278,-80.7746622
Lilydale,MN,44.9160768,-93.1260526
Puxico,MO,36.9497746,-90.1584341
Readlyn,IA,42.7033644,-92.2248454
Stonington,IL,39.6400426,-89.1928608
Caspian,MI,46.0643861,-88.6322477
Crenshaw,MS,34.5054025,-90.19409495
Greenville,GA,33.0287373,-84.7129848
Mazeppa,MN,44.2730219,-92.5449085
Ruston,WA,47.2994854,-122.506947
Sentinel,OK,35.1578315,-99.1753573
Valley View,TX,33.4881671,-97.1650129
Apple Valley,UT,37.0897057,-113.1243876
Fincastle,KY,38.3078471,-85.5421824
Hackett,AR,35.1875155,-94.411913
Huntland,TN,35.0511972,-86.2697099
Isleton,CA,38.1618614,-121.6116206
Rich Square,NC,36.2737186,-77.2845336
Sanford,MI,43.672805,-84.380554
Burnside,KY,36.9889661,-84.5999405
Cameron,WV,39.8270237,-80.566467
Forest Hill,LA,31.0418561,-92.5312494
Gratis,OH,39.6478321,-84.5271711
New Milford,PA,41.8725781,-75.7271318
Osceola,NE,41.1799889,-97.5473188
Pellston,MI,45.552789,-84.783936
Witt,IL,39.2564351,-89.3481413
Illiopolis,IL,39.8536535,-89.2420291
Rutledge,GA,33.6259545,-83.6123935
South Fork,PA,40.3672962,-78.7914107
Eastover,SC,33.8771147,-80.6922594
Kenansville,NC,34.9623883,-77.9622069
Seligman,MO,36.5126444,-93.9355199
Togiak,AK,58.9638935,-160.4642529
Armstrong,IA,43.3960697,-94.4783082
Dunkirk,OH,40.7892204,-83.6432639
Emily,MN,46.7310714,-93.9580296
Harmony,PA,40.8027772,-80.1280528
Loreauville,LA,30.0565906,-91.7370595
Lumberport,WV,39.3739761,-80.3484217
Maben,MS,33.5542938,-89.08071262
Morgan,MN,44.4169049,-94.9255465
Poplar,MT,48.113074,-105.198315
Selawik,AK,66.6023978,-160.0113003
Alger,OH,40.7061631,-83.8438267
Bloomsbury,NJ,40.6539892,-75.0865619
Dobbins Heights,NC,34.9048772,-79.6922771
Elizabeth,WV,39.0633754,-81.3952725
Enderlin,ND,46.623028,-97.601486
Hooper,NE,41.611694,-96.5476704
Jonesville,SC,32.7362873,-80.8159402
McGregor,IA,43.0188042,-91.1820516
Skyline,AL,34.8139739,-86.1152603
Snead,AL,34.1157275,-86.3960617
Trezevant,TN,36.011453,-88.6228349
Waverly,MO,39.2094637,-93.5177118
Lake City,MI,44.335287,-85.215046
O'Donnell,TX,32.9654876,-101.828617
Wagener,SC,33.6523712,-81.3612142
Wallowa,OR,45.5700002,-117.5277377
Crawford,GA,33.8828954,-83.154596
Plainfield,WI,44.2138617,-89.4923422
Roosevelt,NJ,40.2236275,-74.47342012
Rushford Village,MN,43.8066309,-91.7915382
Shalimar,FL,30.4457544,-86.5791189
Aspermont,TX,33.1382394,-100.2287153
Blooming Grove,TX,32.0920967,-96.715825
Copperton metro township,UT,None,None
Franklin,ID,42.1093652,-111.8203389
Harlem,MT,48.532501,-108.7849031
Lone Rock,WI,43.1833235,-90.1979016
Otisville,MI,43.166137,-83.524398
Simsboro,LA,32.5345953,-92.7884871
Alton,MO,36.6942252,-91.3993039
Aurora,SD,43.6963371,-98.5722461
Beaver Meadows,PA,40.9282892,-75.9150811
Calhan,CO,39.0355459,-104.297186
Coalmont,TN,35.3375761,-85.70414
Middleburg,VA,38.9690189,-77.7355056
Pond Creek,OK,36.669197,-97.8011661
Royal Center,IN,40.8644849,-86.4997266
Blackduck,MN,47.7333383,-94.548233
Glasgow,WV,38.2153091,-81.4246274
Hazleton,IA,42.6173123,-91.9045799
Matinecock,NY,40.86179135,-73.57980615
Newman,IL,39.7986455,-87.9858677
Penney Farms,FL,29.9796854,-81.8103743
Warrenton,NC,36.3984804,-78.1552706
Ellenboro,NC,35.3287949,-81.7587106
Flushing,OH,40.1495133,-81.0662112
Malin,OR,42.012513,-121.4083619
Pawnee City,NE,40.108334,-96.154451
Shoreham,MI,42.0625682,-86.5102313
Chester Hill,PA,40.8897798,-78.2283469
Footville,WI,42.6704043,-89.2095622
Luthersville,GA,33.2101205,-84.7443765
McCammon,ID,42.6504719,-112.1930226
Richland,MI,42.3761504,-85.4550054
Sully,IA,41.5783288,-92.8449164
Utica,NE,40.8950274,-97.3447128
Doniphan,NE,40.7720422,-98.3709442
Magazine,AR,35.1509249,-93.8068652
Stoddard,WI,43.6619143,-91.2184667
Au Gres,MI,44.04863,-83.695816
Edmundson,MO,38.7358844,-90.3640045
Harwood,ND,46.979412,-96.880638
St. Joseph,TN,35.031402,-87.50517119
Tatum,NM,33.2569924,-103.3175664
Brimfield,IL,40.838926,-89.8864976
Cheyenne Wells,CO,38.8213951,-102.3532435
Dayton,WY,44.875224,-107.262232
La Fontaine,IN,40.6739309,-85.7213697
Onaway,MI,45.357512,-84.223903
Owensville,OH,39.1227966,-84.1357572
St. Ignatius,MT,47.3195165,-114.0970393
Winslow,IN,38.382272,-87.2127863
Arena,WI,43.165548,-89.9129013
Baconton,GA,31.379623,-84.161017
Clay City,IN,39.2767084,-87.1127908
Crawford,TX,31.5343308,-97.44307
Jacksons' Gap,AL,32.8848285,-85.81934711
New Deal,TX,33.7373052,-101.8365585
Brookport,IL,37.1236664,-88.6303267
Brownsville,KY,37.1925472,-86.2677545
Coffeeville,MS,33.9767793,-89.675641
Eureka,SD,45.769426,-99.619563
Highland,WI,43.0466579,-90.3798465
Holly Pond,AL,34.1742634,-86.616382
Mortons Gap,KY,37.2367115,-87.4752761
New Berlin,PA,40.8823835,-76.98521146
Sarepta,LA,32.8929177,-93.4485059
Smithfield,PA,39.8031324,-79.8078289
Stephenson,MI,45.415251,-87.607616
Bridgewater,PA,40.7010202,-80.2943704
Crab Orchard,KY,37.4645267,-84.5066044
Dakota City,IA,42.7221935,-94.1971836
Hopedale,IL,40.4208735,-89.4145404
Middlesex,NC,35.7901316,-78.2042904
San Felipe,TX,29.7930093,-96.1007929
Wakefield,VA,36.9682101,-76.9896882
Greenville,FL,30.4694812,-83.6299688
Norris,SC,34.7649816,-82.7512531
Pittsville,WI,44.4391283,-90.124576
St. Clair,MN,44.0813768,-93.85680613
Beckville,TX,32.2429366,-94.4554782
Juniata,NE,40.5917467,-98.5062532
Magnolia Springs,AL,30.4007145,-87.77632301
Notasulga,AL,32.5566305,-85.66949977
Bellefonte,KY,38.4925809,-82.6901626
Garibaldi,OR,45.559817,-123.911203
Langley,OK,36.4639736,-95.0477401
Rockford,IA,43.0521922,-92.9485301
Roy,WA,47.0042643,-122.539846
Russellville,MO,38.511696,-92.4401869
Gray Court,SC,34.6081774,-82.113438
Hazelton,ID,42.5958678,-114.1366997
Lake Andes,SD,43.156382,-98.54147
Polkville,MS,32.1937606,-89.6925731
Rising Star,TX,32.0959745,-98.963671
Arlington,WI,43.338044,-89.3803956
Colo,IA,42.0186361,-93.3153099
Mossyrock,WA,46.529843,-122.4842721
Pomona,KS,38.6083436,-95.4516456
Rockwood,PA,39.9156337,-79.1522515
Shawnee Hills,OH,40.1616922,-83.1349286
Emmonak,AK,62.7772477,-164.5319605
Angelica,NY,42.3057215,-78.01960947
Belle Center,OH,40.506718,-83.7479894
Claysville,PA,40.1178504,-80.4103439
East Camden,AR,33.6078907,-92.7401611
Fertile,MN,47.5360723,-96.2802293
Candor,NC,35.2951421,-79.7453164
Crowell,TX,33.9872886,-99.7225904
Humphrey,NE,41.6916753,-97.4844907
La Jara,CO,37.2750084,-105.960301
Newton,UT,41.8627046,-111.9907837
Waynesfield,OH,40.6006001,-83.9753974
Mankato,KS,39.7869202,-98.2093415
Redfield,IA,41.5894322,-94.19607
Schoharie,NY,42.6659088,-74.3095787
Syracuse,OH,38.9975789,-81.9740274
Afton,IA,41.0274908,-94.1980083
Castalia,OH,41.4000523,-82.8085204
Wilson,AR,35.569201,-90.0445018
Brunswick,MO,39.4233577,-93.1304782
Downs,KS,39.503235,-98.542957
Potlatch,ID,46.9214798,-116.896971
Rural Valley,PA,40.7992313,-79.3144845
Silver Lake,MN,44.9032959,-94.1955334
Sycamore,OH,40.9497783,-83.1707508
Epps,LA,32.6040264,-91.4778953
Jetmore,KS,38.0845142,-99.8936684
Ringwood,IL,42.3922427,-88.2970335
Shickshinny,PA,41.1531388,-76.1502078
Gurley,AL,34.6997865,-86.37900946
Oakley,ID,42.2430855,-113.8820288
Pleasantville,PA,40.179706,-78.61296936
Ridge Farm,IL,39.8955918,-87.6519669
Van Buren,IN,40.6172654,-85.5046957
Adair,OK,36.4367575,-95.2713584
Altheimer,AR,34.3188565,-91.8459762
Argyle,WI,42.701208,-89.8670532
La Veta,CO,37.5050118,-105.0077747
Loch Lloyd,MO,38.829591,-94.59417689
Oreana,IL,39.9386476,-88.8656324
Selma,IN,40.1914794,-85.2686208
Sherwood,OH,39.0844055,-84.36051476
Annabella,UT,38.7091363,-112.0599249
Benton,PA,41.1950837,-76.3835528
Edon,OH,41.556367,-84.7690441
Hamel,IL,38.8889357,-89.845375
Humboldt,NE,40.164037,-95.94502
Milltown,IN,38.3422849,-86.2760893
Mountain City,TX,30.0381161,-97.8909148
Mulga,AL,33.5498286,-86.9741612
Stone Harbor,NJ,39.0537129,-74.7584461
Carson,IA,41.2366607,-95.4180561
Bowman,GA,34.2048296,-83.0307002
Henning,MN,46.3216278,-95.4453162
Hilshire Village,TX,29.7907833,-95.4891081
Parksley,VA,37.7826259,-75.6535095
Davenport,OK,35.7047891,-96.7652994
Garber,OK,36.4369786,-97.5856053
Lyons,MI,42.9819773,-84.9469455
Marengo,IN,38.3692276,-86.3435917
Pineville,MO,36.5945173,-94.3841031
Sewickley Heights,PA,40.5567343,-80.163114
Waverly Hall,GA,32.68208815,-84.73780081
Burr Oak,MI,41.847272,-85.3185899
Correctionville,IA,42.4749887,-95.785565
Faith,NC,35.587084,-80.4628385
Hollow Creek,KY,38.152568,-85.6244034
Walnut Grove,MN,44.2230121,-95.469449
Earlville,NY,42.7397917,-75.5451804
Joaquin,TX,31.9657232,-94.0538028
Junction City,OH,39.7211793,-82.2987615
South Webster,OH,38.8134097,-82.7268333
Wellington,MO,39.1341762,-93.9827222
Hills,IA,41.5541855,-91.5348875
Lewisburg,KY,36.9864336,-86.9472194
Livingston,IL,40.8682487,-88.5631125
Menan,ID,43.720744,-111.98997
Orrick,MO,39.212785,-94.1227232
Scotland,SD,43.149715,-97.717567
Arapaho,OK,35.5778272,-98.9645311
Evarts,KY,36.865498,-83.19868055
Key Colony Beach,FL,24.7209744,-81.0186827
Resaca,GA,34.5803628,-84.9432765
Saltsburg,PA,40.4864553,-79.4514299
West Middlesex,PA,41.174224,-80.453402
Bethany,WV,40.205627,-80.5567384
Flordell Hills,MO,38.7175508,-90.2656683
Morse,LA,30.1218726,-92.4981911
Parker,PA,41.0958957,-79.6825489
Piedmont,WV,39.4803706,-79.0478073
Stamping Ground,KY,38.271739,-84.6863351
Agua Dulce,TX,27.782846,-97.9096856
Dauphin,PA,40.3678069,-76.9333394
Dawson,TX,32.7410762,-101.9576048
Hubbard,IA,42.3055396,-93.3002055
Metolius,OR,44.5865092,-121.1783761
Mount Hope,KS,37.8686224,-97.665047
Deer Trail,CO,39.6131274,-104.0445185
Diamond City,AR,36.464511,-92.9201731
Kansas,OK,36.2050851,-94.7977277
Ogden,IL,40.1139237,-87.9561449
Pineland,TX,31.2479659,-93.9743556
Afton,NY,42.228136,-75.5265715
East Sparta,OH,40.667283,-81.354835
Lyons,NE,41.9375029,-96.4770614
Rutledge,PA,39.901779,-75.3285218
Scribner,NE,41.6666664,-96.6658622
Tekoa,WA,47.2233681,-117.0708758
West Union,WV,39.2965049,-80.7771097
Chateaugay,NY,44.929591,-74.0732792
Cumby,TX,33.1373366,-95.8394083
Darby,MT,46.022659,-114.178093
Escalante,UT,37.7703057,-111.6021666
Ferrelview,MO,39.3128277,-94.6662561
Gobles,MI,42.3608691,-85.8794636
Isle,MN,46.138011,-93.4707924
Kimball,MN,45.3124642,-94.3002666
Lakeville,IN,41.5244919,-86.2733398
Smiths Grove,KY,37.0525453,-86.2077608
Van Buren,MO,36.9956066,-91.0145714
Walthill,NE,42.1483405,-96.488531
Bromley,KY,39.0820043,-84.5602215
Elmwood,WI,44.7810761,-92.1460139
Francesville,IN,40.9853172,-86.8794613
Gosport,IN,39.3508793,-86.6669472
Cambridge,IA,41.8990768,-93.5294029
Morning Sun,IA,41.0961428,-91.2576511
Sunrise Beach Village,TX,30.5996319,-98.4100274
Culbertson,MT,48.1449031,-104.5165641
Graettinger,IA,43.2377381,-94.7513713
Mackinaw City,MI,45.783901,-84.727828
McLean,IL,40.4631789,-88.8196613
Chevy Chase Section Three,MD,38.979068,-77.0738317
Melbourne,IA,41.9413772,-93.1032569
Wedowee,AL,33.305933,-85.49261984
Lake Park,MN,46.8855616,-96.0957328
Raymond,IA,42.4688769,-92.2196264
Roscoe,PA,40.0795178,-79.8656018
Athol,ID,47.9479601,-116.7079745
Cairo,NE,41.0009594,-98.6074087
Emerson,NE,42.2785365,-96.7267407
Okoboji,IA,43.3863594,-95.1483125
Oxford,IA,41.7233444,-91.7904526
Wells,TX,31.488513,-94.9399346
Arkport,NY,42.3945133,-77.6966596
Blanchardville,WI,42.81032,-89.8622149
Cohocton,NY,42.5022907,-77.5072102
Grant City,MO,40.4874916,-94.4110695
Hoonah,AK,58.1096843,-135.4434557
Mayfield,NY,43.1207243,-74.260429
New Salem,PA,39.9242425,-79.8356029
Pleasant Plains,IL,39.8728269,-89.9212211
Adams,MN,43.565067,-92.7185344
Benkelman,NE,40.0491615,-101.5329443
Candor,NY,42.2325723,-76.3422525
Smithfield,OH,40.2709027,-80.7814725
Campbellsburg,KY,38.5236762,-85.2027327
Howe,OK,34.9512108,-94.6371704
Interlaken,NJ,40.2334459,-74.015693
Minatare,NE,41.8095147,-103.5032743
Shoals,IN,38.6664402,-86.7911096
Spencer,OH,41.1003323,-82.1232075
Stronghurst,IL,40.7469844,-90.9040284
Vass,NC,35.2562684,-79.2822491
Walker,IA,42.2866572,-91.7807299
Chocowinity,NC,35.5125955,-77.1009232
Duncan,AZ,32.7151776,-109.1004486
Gary,WV,37.3637253,-81.5501063
Guy,AR,35.3253588,-92.3343208
Wonewoc,WI,43.652752,-90.2234589
Clarkfield,MN,44.790514,-95.808639
Coon Valley,WI,43.7021922,-91.0131863
Fairplay,CO,39.2252245,-105.9995975
Horseshoe Bend,ID,43.914142,-116.196447
Klawock,AK,55.5523788,-133.097058
North Irwin,PA,40.3384866,-79.7115399
Springport,MI,42.378372,-84.6985883
Stephens,AR,33.4112328,-93.0696101
Turbeville,SC,33.8907158,-80.0184063
Winnebago,NE,42.2355278,-96.4725075
Belle Terre,NY,40.9605135,-73.06753536
Clayton,OK,34.589545,-95.3527475
Hurst,IL,37.8331059,-89.1428573
Wataga,IL,41.0253155,-90.2798475
Canon,GA,34.3462158,-83.1098717
Northwest,NC,34.3129464,-78.1611077
Ubly,MI,43.710016,-82.931607
Bovey,MN,47.295496,-93.418819
Carrolltown,PA,40.6028465,-78.7086346
Enterprise,KS,38.902778,-97.116962
Hayneville,AL,32.1840315,-86.5802533
Seven Mile,OH,39.480056,-84.5518916
Spearville,KS,37.8500191,-99.7567932
Yachats,OR,44.312756,-124.104999
Anacoco,LA,31.2521279,-93.3412795
Aulander,NC,36.2296005,-77.1141282
Byrdstown,TN,36.5745104,-85.1288435
Climax,MI,42.2383765,-85.3349948
Fultonville,NY,42.9478357,-74.3699085
Mountain Pine,AR,34.5720347,-93.1732401
Newborn,GA,33.516099,-83.694614
Pearl City,IL,42.265297,-89.8259532
Woodhull,IL,41.1789256,-90.3159582
Birnamwood,WI,44.9310946,-89.2087517
Doyline,LA,32.5357073,-93.4110049
Foxfield,CO,39.5880725,-104.7851894
Norphlet,AR,33.3159585,-92.6629349
Wallace,ID,47.4716343,-115.9237221
Windfall City,IN,40.3626355,-85.95764455
Deckerville,MI,43.526686,-82.735211
Keysville,VA,37.0404287,-78.4833277
Kindred,ND,46.648578,-97.017032
Lyndonville,NY,43.326724,-78.388914
Pepin,WI,44.4410785,-92.14795
Rio Grande,OH,38.8795222,-82.380432
Scurry,TX,32.7225172,-100.9052015
Theresa,NY,44.215343,-75.79670198
Walnut Grove,MO,37.4111556,-93.5496448
Alma,KS,39.016666,-96.289162
Marion,SD,43.423039,-97.260615
Meriden,KS,39.1888874,-95.5697001
Millersburg,KY,38.30202,-84.1474297
Savona,NY,42.2886844,-77.2183091
Woodsburgh,NY,40.6239928,-73.7084646
Belgrade,MN,45.4530207,-95.0044608
Branchville,NJ,41.1464852,-74.7523874
Cissna Park,IL,40.5647578,-87.8930897
McKee,KY,37.430364,-83.9979834
Stantonsburg,NC,35.6068259,-77.8233139
Douglas,AL,34.1737065,-86.3235926
Greensburg,KS,37.6031884,-99.2929639
Hewitt,WI,44.6411412,-90.1041409
Montrose,IA,40.5322644,-91.414876
Ossian,IA,43.1463645,-91.7645996
Riceboro,GA,31.7354935,-81.4334408
Alexis,IL,41.0633703,-90.5559675
Blue Ridge Manor,KY,38.2431264,-85.5630158
Flint Hill,MO,38.8550506,-90.8612442
Hartford,IA,41.45938,-93.4030702
Hugo,CO,39.1346297,-103.4714033
Oshkosh,NE,41.4048877,-102.3444421
Wagram,NC,34.8879397,-79.3661515
Woodridge,NY,41.709973,-74.5734285
Baltic,OH,40.440066,-81.699016
Conway,MO,37.5019888,-92.8210097
Loma Linda,MO,36.9911751,-94.5871683
Marshallville,OH,40.9022772,-81.7340193
Susan Moore,AL,34.0760385,-86.40651196
Wrightstown,NJ,40.0362241,-74.6179344
York Springs,PA,40.0089827,-77.1155359
Ashland,KS,37.1886376,-99.7656834
Damascus,VA,36.6337272,-81.7837303
Dayton,IA,42.2613645,-94.0685672
Alakanuk,AK,62.693477,-164.6241293
Cheyenne,OK,35.6139371,-99.6714939
East Galesburg,IL,40.9478158,-90.3101264
Holly,CO,38.05522055,-102.1256355
North Hills,WV,39.3132695,-81.50847951
Siren,WI,45.7857818,-92.3810284
Wellston,OK,35.6942278,-97.063363
Bailey's Prairie,TX,29.1520772,-95.4976801
Grand Junction,IA,42.0316483,-94.2407967
Hemingford,NE,42.3215777,-103.0728713
Lowden,IA,41.8586164,-90.9257367
Somerville,AL,34.4731491,-86.798612
Sterling,OK,34.7503489,-98.1717131
Biron,WI,44.4238544,-89.780401
Copenhagen,NY,43.893439,-75.673828
Earlville,IA,42.4816589,-91.2723626
Kirklin,IN,40.1933708,-86.3605539
Log Cabin,TX,32.2223716,-96.0219132
Patoka,IN,38.4069908,-87.5855788
Plumerville,AR,35.1603066,-92.6412343
Vernon,MI,42.9391971,-84.0294082
Windsor,IL,41.2022584,-90.4423521
Bucklin,KS,37.5472429,-99.6342901
Coward,SC,33.973217,-79.7470111
Hermitage,AR,33.4465028,-92.1740294
Screven,GA,31.4864151,-82.0167321
Toledo,WA,46.4401007,-122.8467555
Valley Brook,OK,35.4024489,-97.4812529
Vermontville,MI,42.6289247,-85.0241621
Black Creek,NC,35.54086745,-78.70870302
Central City,CO,39.8019322,-105.5141639
Chalfant,PA,40.4103769,-79.8389029
Dover,MN,43.9737407,-92.1387184
Round Lake,NY,42.9386872,-73.7898429
Boswell,IN,40.5211476,-87.3783507
Exeter,MO,36.6722899,-93.9410358
Exira,IA,41.5905324,-94.8757758
Hanna,WY,41.8699858,-106.5620727
Ludlow,VT,43.3962019,-72.7005655
Payne Springs,TX,32.2782024,-96.0669152
Wall Lake,IA,42.2710952,-95.093047
Walnut,IA,41.4774899,-95.2219405
White Lake,NC,34.640449,-78.4838952
Brantley,AL,31.5784182,-86.24912213
Hanover,IL,42.2564051,-90.2795734
Jeffersonville,VT,44.644231,-72.829742
Lamberton,MN,44.2310677,-95.2641639
Polk,PA,41.3670014,-79.9292233
West Concord,MN,44.1533704,-92.8992187
Knightsville,IN,39.5253118,-87.0897056
Linden,IN,40.1880944,-86.9038959
Viborg,SD,43.170266,-97.081441
Plain,WI,43.2788776,-90.0437354
Tiskilwa,IL,41.2922592,-89.5062042
White Springs,FL,30.3299852,-82.7590279
Elysian,MN,44.1988205,-93.6733978
Hardy,AR,36.3158994,-91.4826388
Lancaster,MO,40.5208627,-92.5279662
Oregon,MO,36.6909747,-91.4219804
Philip,SD,44.039433,-101.665144
Snow Shoe,PA,41.0308914,-77.9494489
Alanson,MI,45.444178,-84.786712
Dunseith,ND,48.813057,-100.060968
Riceville,IA,43.3638571,-92.5540687
Tickfaw,LA,30.5774119,-90.4831456
Columbiaville,MI,43.156693,-83.410505
Corinne,UT,41.5510441,-112.1102262
Eagleville,TN,35.7417436,-86.6496669
Homecroft,IN,39.6700453,-86.1313751
Port Deposit,MD,39.6029087,-76.1132172
Kwethluk,AK,60.798826,-161.4127479
Triadelphia,WV,40.0525734,-80.6284097
Cowley,WY,44.883286,-108.469565
Eldred,PA,41.9578425,-78.3852953
Hamlet,IN,41.3785255,-86.58566833
Hymera,IN,39.1864304,-87.3016833
Kiowa,CO,38.4411214,-102.7628476
Milo,IA,41.2870633,-93.4391254
Moyie Springs,ID,48.7263285,-116.1885283
Pilot Grove,MO,38.874744,-92.9115825
Red Cross,NC,35.2673659,-80.3556188
Throckmorton,TX,33.1571081,-99.2017838
New Site,AL,33.03719045,-85.77501414
Sharon Springs,KS,38.8977867,-101.7521158
Braceville,IL,41.2269765,-88.2647833
Columbia,NC,38.88979215,-77.0408245
La Farge,WI,43.5751362,-90.6394929
Meadow Vale,KY,38.2831257,-85.571905
Montgomery,IN,38.6625493,-87.0461181
Tipton,OK,34.5028548,-99.1409144
Alliance,NC,35.1448881,-76.8021556
Essex,IL,41.1771377,-88.1855325
Lake View,SC,34.6487556,-80.8997995
Cuba,NM,36.0219333,-106.958428
Diamondville,WY,41.7793918,-110.538502
Hilltop,MN,45.0533306,-93.2498116
Howard,SD,44.011103,-97.52532
Cass Lake,MN,47.379398,-94.60415
Fountain City,IN,39.9556598,-84.9173354
Godley,IL,41.2366987,-88.243672
Gratz,PA,40.6117522,-76.7185777
Knoxville,AR,35.3820285,-93.3643479
Leighton,AL,34.6985885,-87.52907202
Misenheimer,NC,35.4848625,-80.2883904
Raymond,MN,45.0157942,-95.2386238
Ringtown,PA,40.8586985,-76.2296624
Alcester,SD,43.0215022,-96.6308289
Bridger,MT,45.2957807,-108.9137544
Chiloquin,OR,42.577636,-121.866126
Gibbon,MN,44.5338518,-94.5263709
Hobson City,AL,33.6214934,-85.8441318
Kinmundy,IL,38.7733806,-88.8467224
Patterson,GA,31.3874383,-82.1401193
Peru,NE,40.481446,-95.730792
Port Vincent,LA,30.3344544,-90.8447491
Twin Valley,MN,47.2602405,-96.2589477
Hedrick,IA,41.1725134,-92.3087945
Pine Lake,GA,33.7937162,-84.2060309
Walnut,MS,34.1489999,-90.3989834
